text,label
i dont know what i have to do to inform of signup issues,21
i want help to check the early termination penalties,3
i have to find my bills from person name,4
modifu details on account type account,14
i want help to check if there is anything new on my rebate,26
i need help to use the fucking account type profile,24
i'm trying to speak with an assistant,9
show me in which situations can i request refunds,6
modify purchase order number,1
i want help to acquire some of your rpoduct,19
i want to file a consumer claim against your business,7
gedtting bill from person name,15
want help to use the account type account,24
help me to check when will my parcel arrive,13
is it possible to earn several products?,19
i want support trying to change my delivery address,2
could uhelp me to know if there are any news on my rebate,26
where to see the cancellation fee?,3
set my new shipping address up,23
i need assistance filing a consumer claim against ur company,7
help to check the compensation current status,26
can uhelp me see the eta of purchase order number,25
help me retrieving my account pin code,20
how do i check when will my purchase arrive?,13
i cannot speak to a goddamn live agent,9
"i have to see the early exit penalty, could you help me?",3
shipments to delivery city,12
